title,department,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,country
Team Lead Support Engineer,No registered,1,1,1,0,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,US
cashier,sales,0,1,0,0,0,0,1,Full-time,No registered,No registered,No registered,No registered,0,US
Sr. Java Developer,No registered,1,1,1,0,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,US
SAP HR Functional Consultant,No registered,0,1,1,0,0,0,1,Contract,Executive,Bachelor's Degree,Information Technology and Services,Information Technology,0,US
Night Baker,No registered,0,1,0,1,0,1,1,,No registered,No registered,No registered,No registered,0,US
Community Manager,No registered,1,1,1,1,0,1,0,Full-time,Mid-Senior level,Vocational,Education Management,Marketing,0,GB
Interaction Designer,Design,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Master's Degree,Design,Art/Creative,0,CH
Property Sales Negotiator,No registered,1,1,1,1,0,1,1,Full-time,Entry level,High School or equivalent,Commercial Real Estate,Sales,0,GB
New York Communication Assistant,CSD Relay,1,1,1,1,0,1,1,,Entry level,High School or equivalent,Telecommunications,Customer Service,0,US
Product Manager,No registered,0,1,1,0,0,1,1,,No registered,No registered,No registered,No registered,0,GB
Data Scientist,No registered,0,1,1,0,0,1,1,Full-time,No registered,No registered,No registered,No registered,0,GB
Web User Interface (GUI) developer,No registered,1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,GR
Passionate Frontend Developer (m/w),No registered,1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,DE
Associate Executive Director,AGENCY CONFIDENTIAL,1,1,1,1,0,1,1,Full-time,Executive,Master's Degree,Nonprofit Organization Management,Administrative,0,US
Administrative Coordinator,Administration,1,1,0,0,0,1,0,Full-time,No registered,No registered,Chemicals,Administrative,0,US
"International Broadcaster, Policy Office (in English)",No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Content Strategist,No registered,1,1,0,0,0,1,0,Full-time,Associate,Bachelor's Degree,No registered,Writing/Editing,0,US
"Senior Associate, Foundation Relations",Development,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Nonprofit Organization Management,Business Development,0,US
Corporate Accounting Manager,No registered,1,1,0,0,0,0,0,Full-time,No registered,No registered,Accounting,No registered,0,US
"International Broadcaster, Georgian Language",No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Affordable Housing Associate,Legal,0,1,0,0,0,1,1,,No registered,No registered,No registered,No registered,0,US
Vehicle Purchaser,Retail,0,1,1,1,0,0,1,Full-time,Not Applicable,Unspecified,Automotive,Sales,0,GB
"Interior Designer - Automotive IP/Cluster, HMI, Plastics",No registered,1,1,1,0,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Automotive,Engineering,0,US
Account Executive - Online Marketing (Entry Level Position),No registered,1,1,1,1,0,1,1,Full-time,Entry level,Bachelor's Degree,Online Media,Advertising,0,GB
Internet Graphic Designer,No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Event Specialists,No registered,1,1,1,1,0,1,1,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Sales,0,US
Outbound Telemarketing - Charity,No registered,1,1,0,0,0,1,0,,No registered,No registered,No registered,No registered,0,NZ
UX/UI Designer,No registered,0,1,0,0,0,1,0,Full-time,No registered,No registered,No registered,No registered,0,FI
RN Case Manager ,No registered,0,1,1,1,0,0,1,Full-time,Associate,Bachelor's Degree,"Health, Wellness and Fitness",Other,0,US
UI/UX Web Developer,Software Development,1,1,1,0,0,1,1,Full-time,No registered,No registered,No registered,Information Technology,0,US
Part-Time Sales Referral Positions,Department,0,1,1,1,1,0,0,Part-time,Entry level,High School or equivalent,Consumer Services,Sales,0,US
NJ-based UI/Ux Designer for iOS/Web,UI/Ux Design,0,1,1,1,0,0,1,,No registered,No registered,No registered,No registered,0,US
Manufacturing Process Supervisor,No registered,1,1,0,0,0,0,0,Full-time,No registered,No registered,No registered,No registered,0,US
Front End Engineer,Packback,1,1,0,1,0,1,0,Full-time,No registered,No registered,Education Management,Information Technology,0,US
Customer Care Representative,Sales,1,1,1,1,0,1,0,Full-time,Associate,No registered,Marketing and Advertising,Sales,0,EE
R&D Technology Manager Bearings,No registered,1,1,1,0,0,1,0,Full-time,No registered,No registered,Automotive,Management,0,BE
Senior Designer,No registered,1,1,1,1,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Design,0,GB
Senior Web Analyst (Digital Marketing),"Search, Performance & Social",1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,GR
Community Manager,No registered,1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,GB
"Web developer & hacker (full-time), Athens",No registered,1,1,1,1,0,1,1,Full-time,Associate,No registered,Telecommunications,Information Technology,0,GR
Laboratory Technician,Lab,1,1,1,1,0,1,1,Full-time,Entry level,Bachelor's Degree,Food Production,Quality Assurance,0,US
Sales Managers (2x),No registered,1,1,1,1,0,1,0,Full-time,No registered,No registered,Research,Sales,0,US
Staff Accountant,No registered,1,1,1,1,0,1,1,Full-time,Associate,Bachelor's Degree,Accounting,Accounting/Auditing,0,US
Web Engineer,No registered,1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,DE
LUXURY RESORT HIRING PREP COOKS!!! ,Food and Beverage,0,1,1,0,0,0,1,Temporary,Entry level,Unspecified,Hospitality,Other,0,US
Head of Online Marketing,No registered,1,1,1,0,0,1,1,,No registered,No registered,No registered,No registered,0,GB
Customer Service ,No registered,0,1,1,1,0,0,0,Other,No registered,No registered,Hospital & Health Care,Customer Service,0,US
Administrative Assistant,No registered,0,1,1,1,0,0,0,Full-time,Entry level,Unspecified,Accounting,Administrative,1,US
Software developer,No registered,1,1,0,0,0,1,0,Full-time,Mid-Senior level,No registered,Biotechnology,No registered,0,GB
Desktop Support Technician,Studio IT services,1,1,0,0,0,1,0,Full-time,Associate,No registered,Media Production,Information Technology,0,US
5 Test and Maintenance Engineers,IT,0,1,1,0,0,0,1,,No registered,No registered,No registered,No registered,0,NL
"International Broadcaster, Ndebele and Shona languages",No registered,1,1,1,0,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,No registered,0,US
Associate Account Manager-DRAFT,Sales,1,1,1,1,0,1,0,Full-time,Entry level,Associate Degree,Information Technology and Services,Sales,0,US
Front-End Developer,No registered,0,1,1,1,0,0,1,Full-time,Associate,Unspecified,Information Technology and Services,Information Technology,0,NZ
Indirect Lending Sales Rep/Funder,No registered,1,1,1,1,0,1,1,Full-time,Associate,Associate Degree,Financial Services,Finance,0,US
Global Head of Customer Support,Support,1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,CA
CNC Programmer,No registered,1,1,0,0,0,0,0,Full-time,No registered,No registered,No registered,No registered,0,US
Social Media / Content Manager,No registered,1,1,1,0,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Marketing,0,IL
Personal Care Worker - Community Living Assistant,No registered,1,1,1,0,0,1,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Health Care Provider,0,US
"Managing Director, Dallas",Dallas,0,1,1,1,0,0,0,Full-time,Director,Bachelor's Degree,Nonprofit Organization Management,Management,0,US
Marketing Manager - Berlin,No registered,1,1,1,1,0,1,0,Full-time,Entry level,No registered,Marketing and Advertising,No registered,0,DE
Affiliate Manager,No registered,1,1,1,1,0,1,1,Full-time,No registered,Bachelor's Degree,Internet,Marketing,0,TR
Director of Marketing,Marketing,1,1,1,1,0,0,1,Full-time,Director,Bachelor's Degree,Computer Software,Marketing,0,US
NJ-based iOS / Web Developer,Development,0,1,1,1,0,0,1,,No registered,No registered,No registered,No registered,0,US
Cosmetics and Beauty Sales Advisor,Sales,1,1,1,1,0,1,1,Part-time,Mid-Senior level,Vocational,Cosmetics,Sales,0,GB
Mechanic - Trucks/Heavy Equipment,No registered,1,1,1,1,0,1,1,,No registered,No registered,Oil & Energy,No registered,0,US
Logistics Warehouse Manager,No registered,0,1,0,1,0,0,0,Full-time,No registered,Associate Degree,Transportation/Trucking/Railroad,Management,0,US
"Technical Recruiter, Client Lead",No registered,0,1,1,0,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Human Resources,Human Resources,0,US
"Home Health CNA- Kennewick, WA",No registered,1,1,0,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Data Entry Clerk,Data Entry,1,1,1,1,0,1,1,Full-time,Entry level,High School or equivalent,Legal Services,No registered,0,US
Senior Luxury Beauty Salesperson,No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,GB
Data entry / Tech Support,Operations,1,1,1,1,0,1,0,Full-time,Entry level,Associate Degree,"Leisure, Travel & Tourism",Data Analyst,0,US
PHP Developer,No registered,1,1,1,1,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0,NL
Strategic Account Director - San Francisco,Business:Sales,1,1,0,0,0,1,0,Full-time,No registered,No registered,No registered,No registered,0,US
Stick & MIG Structural Welders,No registered,1,1,1,1,0,1,0,Temporary,Not Applicable,No registered,Construction,No registered,0,US
Marketing Associate,No registered,1,1,1,1,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Marketing,0,US
Lead Application Developer,No registered,0,1,1,0,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Utilities,Information Technology,0,US
Freelance Translators (m/f) from Danish and German into English,Content,1,1,1,1,0,1,1,Other,No registered,No registered,E-Learning,Writing/Editing,0,DE
Business Developer Spain - Portugal,No registered,1,1,0,0,0,1,1,,No registered,No registered,No registered,No registered,0,No location
"International Broadcaster, Macedonian Language",No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Senior IT Analyst,No registered,1,1,1,0,0,1,0,Contract,Mid-Senior level,No registered,No registered,Information Technology,0,No location
Regional Account Manager,No registered,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Law Enforcement,Sales,0,US
Interactive Designer,Digital,1,1,1,1,0,1,1,Full-time,No registered,Bachelor's Degree,Marketing and Advertising,Advertising,0,US
Sales Director,No registered,1,1,1,1,0,1,1,Full-time,Director,Bachelor's Degree,Internet,Sales,0,US
Lead Web Developer,Development,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,IE
Event & Exhibition Project Assistant / Executive,No registered,1,1,1,0,0,1,1,Contract,Entry level,Bachelor's Degree,Events Services,No registered,0,HK
Administrative Assistant,No registered,1,1,1,1,0,1,1,Full-time,Associate,High School or equivalent,Hospital & Health Care,Administrative,0,US
Art Director,Design,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Design,0,US
Executive Producer,No registered,1,1,1,1,0,1,1,Full-time,Executive,Bachelor's Degree,Motion Pictures and Film,No registered,0,US
Ruby on Rails Developer,No registered,1,1,1,1,0,1,1,Full-time,Not Applicable,Unspecified,No registered,Engineering,0,PL
Physical Education Teacher,No registered,1,1,1,0,0,1,1,Full-time,No registered,Master's Degree,No registered,Education,0,US
Web Designer,No registered,0,1,1,0,1,1,1,,No registered,No registered,No registered,No registered,0,TR
"Production Assistant, Persian Language",No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Front-End Developer,No registered,1,1,1,1,0,1,0,,No registered,No registered,No registered,No registered,0,GR
Traffic Manager Web/Mobile,Sales,1,1,1,1,0,1,1,Full-time,Mid-Senior level,No registered,Marketing and Advertising,Sales,0,EE
Administrative Assitstant,Administrative,0,1,1,1,0,0,0,Full-time,Entry level,Bachelor's Degree,Telecommunications,Administrative,1,US
DATA ENTRY/RECEPTIONIST,No registered,0,1,0,0,0,0,0,Full-time,Entry level,No registered,Accounting,Administrative,1,US
Administrative Assistant - Sales Support,No registered,1,1,1,1,0,1,1,Full-time,Associate,Unspecified,"Health, Wellness and Fitness",Administrative,0,US
PURPOSE: Project & Business Managers,No registered,1,1,0,0,0,1,0,,No registered,No registered,No registered,No registered,0,No location
Lightning Director,No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
SI-SAP Team Lead,No registered,0,1,1,0,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,US
"Social Media Strategist, Khmer Service",No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
Junior Web Developer/ Data Analyst,No registered,1,1,1,1,0,1,1,,No registered,No registered,No registered,No registered,0,GR
English Teacher in China,No registered,0,1,1,1,0,0,0,Full-time,Entry level,No registered,Education Management,Education,0,US
Lead Developer,Technology,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,GB
Interactive Designer,Design,1,1,1,1,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Design,0,FR
HP3 9RW Business Admin Apprenticeship government funding for 16-18 year olds only,No registered,1,1,1,1,0,1,0,Full-time,Internship,No registered,No registered,Administrative,0,GB
System Administrator for Linux and Windows,IT,0,1,1,1,0,1,1,Full-time,Associate,Unspecified,No registered,Information Technology,0,US
Business and Data Analyst,No registered,0,1,1,1,0,0,1,,No registered,No registered,No registered,No registered,0,CA
.NET Developer,No registered,1,1,1,1,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Online Media,Information Technology,0,US
Development/Application Engineer,No registered,1,1,1,0,0,1,0,Full-time,Mid-Senior level,No registered,Mechanical or Industrial Engineering,Engineering,0,BE
Security Engineer,No registered,1,1,1,0,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,No registered,0,CA
"International Broadcaster, English to Africa Service",No registered,1,1,1,0,0,1,0,,No registered,No registered,No registered,No registered,0,US
CUSTOMER SERVICE REPRESENTATIVE,Administrative,0,1,1,1,0,0,0,Part-time,Entry level,Certification,Accounting,Administrative,1,US
Project Manager,No registered,1,1,1,0,0,1,1,,No registered,No registered,No registered,No registered,0,US
Wanted: High-Performance Marketing Manager,No registered,1,1,0,0,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Marketing,0,US
Certified Nursing Assistant,No registered,1,1,1,0,0,1,1,Contract,Not Applicable,No registered,Hospital & Health Care,Health Care Provider,0,US
Warehouse Operative at Wedo Home Colchester,Store,1,1,1,1,0,1,1,Full-time,Entry level,Unspecified,Retail,Sales,0,GB
Application Developer,No registered,0,1,1,0,0,1,0,Contract,No registered,No registered,No registered,No registered,0,US
